iter	Logloss
192	0.1827658293
193	0.1827125301
194	0.1825264749
195	0.182409199
196	0.1823123224
197	0.1821932611
198	0.1820529492
199	0.1818818772
200	0.1817216424
201	0.1815884351
202	0.1815453368
203	0.1813587581
204	0.1811681177
205	0.1810312488
206	0.1807890296
207	0.1806416887
208	0.1805583988
209	0.1804405608
210	0.1803171274
211	0.1802033644
212	0.1800807254
213	0.1799760447
214	0.179841503
215	0.179765986
216	0.1795462952
217	0.1792894419
218	0.1791940323
219	0.1790575383
220	0.1790142157
221	0.1788707492
222	0.1787631027
223	0.1786068958
224	0.1784466174
225	0.17838104
226	0.1783176496
227	0.1781836387
228	0.1780608824
229	0.177907074
230	0.177825223
231	0.1777243358
232	0.1775294634
233	0.1773855055
234	0.1772888966
235	0.177137893
236	0.1770454454
237	0.1769177491
238	0.1768442607
239	0.1767789738
240	0.1767132159
241	0.1766224746
242	0.176548519
243	0.1764358586
244	0.1763336312
245	0.176265406
246	0.1761677955
247	0.1759326457
248	0.1758162193
249	0.1756573304
250	0.1755199448
251	0.1753425621
252	0.1752268483
253	0.1751612258
254	0.1750829868
255	0.1749177934
256	0.1748244703
257	0.1747293594
258	0.1746243095
259	0.1745381757
260	0.1744735944
261	0.1742955555
262	0.1741948672
263	0.1741019801
264	0.1739492952
265	0.1738232467
266	0.1737306138
267	0.1736159652
268	0.1734939549
269	0.1733037126
270	0.1732284889
271	0.1730649507
272	0.1729559449
273	0.1729161993
274	0.1728286011
275	0.1727834671
276	0.1726643424
277	0.1725677165
278	0.1724975402
279	0.1724100271
280	0.172280297
281	0.1722045463
282	0.1721049275
283	0.1719726069
284	0.1718820265
285	0.171741301
286	0.1717174329
287	0.1715223358
288	0.1714665598
289	0.1713854657
290	0.1713055581
291	0.1711810307
292	0.1710509852
293	0.1710242073
294	0.1709641109
295	0.1709142384
296	0.1707919552
297	0.1707011014
298	0.1706071615
299	0.1704713535
300	0.1703218062
301	0.1701747843
302	0.1700768024
303	0.1699854432
304	0.1699551534
305	0.1698965854
306	0.1698117705
307	0.1696381814
308	0.169584504
309	0.1695091111
310	0.1694405516
311	0.1692728236
312	0.1692450812
313	0.169168232
314	0.1690880839
315	0.1690538242
316	0.1689605786
317	0.1688558554
318	0.1687951296
319	0.1686969099
320	0.1685854658
321	0.1685441103
322	0.1684149626
323	0.1683649635
324	0.1682959194
325	0.1682167803
326	0.1681734691
327	0.1680789903
328	0.167963213
329	0.1678920023
330	0.1678440223
331	0.1677791728
332	0.1676483375
333	0.1675526436
334	0.1674452679
335	0.167319514
336	0.1672080956
337	0.1671379086
338	0.1670834053
339	0.1670466343
340	0.1668786246
341	0.1668383487
342	0.166721847
343	0.1666598171
344	0.1665893505
345	0.1664538349
346	0.1663917323
347	0.1662108724
348	0.1660901512
349	0.1660578457
350	0.1659592546
351	0.165925939
352	0.1658453051
353	0.1656979662
354	0.1656474967
355	0.1655448102
356	0.1654953065
357	0.165394641
358	0.1652897272
359	0.165240704
360	0.165209778
361	0.1651398034
362	0.1650886478
363	0.1649764132
364	0.1648190467
365	0.16474795
366	0.1647130101
367	0.1646640488
368	0.1644543318
369	0.1643458934
370	0.1642969227
371	0.1642328927
372	0.1641295594
373	0.1640710721
374	0.1639482304
375	0.1639120741
376	0.1638040333
377	0.1636383776
378	0.1635457614
379	0.1634490599
380	0.1633526091
381	0.1633182288
382	0.163196591
383	0.1630617278
384	0.1630046027
385	0.1629445217
386	0.1628687273
387	0.162802875
388	0.162697937
389	0.1626154504
390	0.1625296016
391	0.1624300233
392	0.1623450938
393	0.1622065948
394	0.1621186226
395	0.1620476431
396	0.1619514477
397	0.1618793509
398	0.1618019538
399	0.1617308301
400	0.1616680037
401	0.1616394096
402	0.1615324242
403	0.1615141401
404	0.1614108936
405	0.1613526276
406	0.1612585288
407	0.1612204869
408	0.161109053
409	0.1610505997
410	0.1609399111
411	0.1608537444
412	0.1607962829
413	0.1607238708
414	0.1606753893
415	0.1606416774
416	0.160616721
417	0.1605121771
418	0.1604278339
419	0.160264952
420	0.1602349965
421	0.1602114904
422	0.160160138
423	0.160056849
424	0.1600049623
425	0.1599113446
426	0.1599022185
427	0.1598141655
428	0.1597058469
429	0.1596346613
430	0.1596005007
431	0.1594999687
432	0.1594239645
433	0.1592652737
434	0.1592233507
435	0.1591574701
436	0.1590565984
437	0.1589047397
438	0.1588533855
439	0.1587380994
440	0.1586565005
441	0.1586310103
442	0.1585367712
443	0.1584653942
444	0.158393819
445	0.1583175918
446	0.1582705504
447	0.158224613
448	0.158157053
449	0.1581253077
450	0.1580687878
451	0.1579157099
452	0.1578086383
453	0.1577452869
454	0.1576354177
455	0.1575548289
456	0.1575061115
457	0.157416177
458	0.1573277322
459	0.1573089422
460	0.1572567502
461	0.1570975753
462	0.1570085431
463	0.1568958948
464	0.1568132971
465	0.1567671568
466	0.1566898049
467	0.1565771761
468	0.1565065963
469	0.1564781886
470	0.1564528171
471	0.1563758627
472	0.1562344005
473	0.1560259222
474	0.1559138278
475	0.1558816914
476	0.1558299861
477	0.155740701
478	0.1556082679
479	0.1554725225
480	0.15535595
481	0.1552933815
482	0.1552310599
483	0.1551775665
484	0.1551495102
485	0.1550550832
486	0.1550215641
487	0.1549348965
488	0.1548431436
489	0.1548174419
490	0.1547558407
491	0.1547396343
492	0.1546303898
493	0.154502687
494	0.1544180897
495	0.1543017545
496	0.1542533148
497	0.154171238
498	0.154079033
499	0.1539766882
500	0.1538881654
501	0.1538576317
502	0.1537934795
503	0.1537665318
504	0.15368493
505	0.1536576283
506	0.1535716825
507	0.1534653658
508	0.1533965272
509	0.1533470235
510	0.1533227868
511	0.1531992414
512	0.1530679182
513	0.1529756147
514	0.1529469759
515	0.1528884101
516	0.1527686466
517	0.1527040086
518	0.1526311867
519	0.1525831514
520	0.1525015529
521	0.1524633217
522	0.1523733904
523	0.152349015
524	0.1522848287
525	0.152157328
526	0.152075189
527	0.1519684936
528	0.1519239624
529	0.1518164784
530	0.1517761648
531	0.1517018947
532	0.1516638035
533	0.1516149563
534	0.1515617722
535	0.151475761
536	0.1514467071
537	0.1513448112
538	0.1512483296
539	0.1511838836
540	0.151085422
541	0.1510429241
542	0.150942459
543	0.1508611125
544	0.1507869031
545	0.1507324278
546	0.1506395865
547	0.1506150708
548	0.1505264894
549	0.1504116785
550	0.1502212402
551	0.1501653753
552	0.1501225069
553	0.1500059236
554	0.1499511074
555	0.149829366
556	0.1497642563
557	0.149674077
558	0.1496291093
559	0.1495513026
560	0.1494927776
561	0.1494181955
562	0.1493026635
563	0.149176898
564	0.149071003
565	0.1489763072
566	0.1489153624
567	0.1488626608
568	0.1487973827
569	0.1486969086
570	0.1486292078
571	0.1485824435
572	0.1484827727
573	0.148471269
574	0.1483253279
575	0.1482350773
576	0.1481639178
577	0.1480561164
578	0.1479465661
579	0.1478785284
580	0.1478296364
581	0.1477382602
582	0.1476446312
583	0.1476023578
584	0.147560885
585	0.147468006
586	0.1474103526
587	0.1473217219
588	0.1472730896
589	0.1472344015
590	0.1471947004
591	0.1471743078
592	0.1471579991
593	0.1470909998
594	0.1469942147
595	0.1468985161
596	0.1467818788
597	0.1466933547
598	0.1466777549
599	0.1466053751
600	0.1464864452
601	0.1464603094
602	0.1463799653
603	0.1463166542
604	0.1461792234
605	0.1461515578
606	0.1461164184
607	0.1461019845
608	0.1460308677
609	0.1458991543
610	0.1458014258
611	0.1457098792
612	0.1456462535
613	0.1455481792
614	0.1454635389
615	0.1453741217
616	0.1452851973
617	0.1452324177
618	0.1451488293
619	0.145061498
620	0.1450009305
621	0.1448981408
622	0.144821973
623	0.1447231514
624	0.1446545972
625	0.1445510516
626	0.1445347751
627	0.1444368499
628	0.1443574937
629	0.1442723189
630	0.1442027986
631	0.1441269782
632	0.1440538651
633	0.1439615684
634	0.1438801763
635	0.1438426541
636	0.1437678058
637	0.1437437928
638	0.143678392
639	0.1436087362
640	0.1435143677
641	0.1434295514
642	0.1433509028
643	0.1432696018
644	0.1432505798
645	0.1431455043
646	0.143057216
647	0.1429892112
648	0.1429251691
649	0.1428758224
650	0.1428164261
651	0.1428014072
652	0.1427165822
653	0.1426986089
654	0.1426043713
655	0.1425814056
656	0.1424996804
657	0.1424226028
658	0.1423496434
659	0.1422800611
660	0.1422044802
661	0.1421196443
662	0.1420578812
663	0.1419353143
664	0.1418557235
665	0.1418297853
666	0.1417726284
667	0.1417045953
668	0.1415155917
669	0.1414716107
670	0.141400952
671	0.1413137851
672	0.1412214628
673	0.1411533921
674	0.1411181369
675	0.141045304
676	0.1410241781
677	0.1409957686
678	0.1409406969
679	0.1408717419
680	0.1408166103
681	0.1407989659
682	0.1407337052
683	0.1406679695
684	0.1406072147
685	0.1405283201
686	0.140459357
687	0.1403819194
688	0.1403481819
689	0.1402890189
690	0.1401961326
691	0.1401220207
692	0.1400044292
693	0.1399645091
694	0.1399399691
695	0.1398661417
696	0.1398466373
697	0.1397777901
698	0.1396929253
699	0.1396169549
700	0.1395566085
701	0.1395461844
702	0.1394786755
703	0.139402422
704	0.1392926057
705	0.1391203974
706	0.1391053758
707	0.1390181502
708	0.1389455506
709	0.1388687412
710	0.138798906
711	0.1387261696
712	0.1386690256
713	0.1386112221
714	0.1385714213
715	0.1385236824
716	0.138446224
717	0.1383660577
718	0.1382546596
719	0.138186747
720	0.1380050446
721	0.1379118099
722	0.1378394396
723	0.1377715606
724	0.1376961333
725	0.1376418604
726	0.137544991
727	0.1374559196
728	0.1374415383
729	0.13735956
730	0.1372881491
731	0.1372817766
732	0.1371875695
733	0.137007068
734	0.136925142
735	0.1367823939
736	0.1366881698
737	0.1366330584
738	0.136573388
739	0.1364828023
740	0.1364276477
741	0.136365971
742	0.136223324
743	0.1361544061
744	0.1361078223
745	0.1360604084
746	0.1359978326
747	0.1359568114
748	0.1359076439
749	0.1358220378
750	0.1358108185
751	0.1357294458
752	0.135677867
753	0.135614044
754	0.1355696182
755	0.1354938492
756	0.1354239656
757	0.1353628873
758	0.1352939903
759	0.1352137782
760	0.1351797792
761	0.1351411064
762	0.1350593532
763	0.1350181573
764	0.1349569267
765	0.1348975831
766	0.1348461817
767	0.134792265
768	0.1347635198
769	0.1347134789
770	0.1346715507
771	0.1345163372
772	0.1344152419
773	0.1343712654
774	0.1342535467
775	0.1342230938
776	0.1341730529
777	0.1341215245
778	0.1340462954
779	0.1339901124
780	0.1339614381
781	0.1338566084
782	0.133804845
783	0.1337371679
784	0.1336640993
785	0.1335770106
786	0.1335068304
787	0.1334611012
788	0.1334217108
789	0.1333922931
790	0.1333215285
791	0.1332469625
792	0.133195253
793	0.1331244219
794	0.133072521
795	0.1329776688
796	0.1329367379
797	0.1328995558
798	0.1328611372
799	0.1328175897
800	0.1327598868
801	0.1326965119
802	0.1326442619
803	0.1325627243
804	0.1325400551
805	0.1324727189
806	0.1324372776
807	0.1323861174
808	0.1323518219
809	0.1322760563
810	0.1322105725
811	0.1321385701
812	0.1320804578
813	0.1320701959
814	0.1320619755
815	0.1319879609
816	0.1319569433
817	0.1319074631
818	0.1318453421
819	0.1318173787
820	0.1318032333
821	0.1317601283
822	0.1316456894
823	0.1315328773
824	0.1314574837
825	0.1314401048
826	0.13134651
827	0.1313001703
828	0.1312579805
829	0.1311824643
830	0.1311208543
831	0.1310861558
832	0.1310103739
833	0.1310009796
834	0.1309316445
835	0.1308434486
836	0.1307947273
837	0.1307438681
838	0.1306559613
839	0.1305858929
840	0.1305434417
841	0.1304732238
842	0.1303949977
843	0.1303058468
844	0.1302494886
845	0.1302084404
846	0.1301411116
847	0.130056577
848	0.1300003212
849	0.1299532989
850	0.1298928533
851	0.1298364722
852	0.1297481484
853	0.1296939769
854	0.1296341885
855	0.1295674183
856	0.1295289647
857	0.1294727009
858	0.1294628294
859	0.1294477782
860	0.1294040087
861	0.129383709
862	0.1292342602
863	0.1291557081
864	0.1291060325
865	0.129052787
866	0.129013704
867	0.1289683413
868	0.1288932694
869	0.1288331925
870	0.1287770068
871	0.1287191458
872	0.1287083591
873	0.1286349765
874	0.1285669373
875	0.1284876579
876	0.1283997524
877	0.1283892717
878	0.1283262296
879	0.1282415104
880	0.1281750885
881	0.1281053162
882	0.128056398
883	0.1279828402
884	0.1279031282
885	0.1278867372
886	0.1278349852
887	0.1277881015
888	0.1277057126
889	0.1275973174
890	0.1275310912
891	0.1274086583
892	0.1273591787
893	0.127297878
894	0.127260504
895	0.1272042624
896	0.1271551839
897	0.1271310995
898	0.1270596887
899	0.1270240655
900	0.1270054682
901	0.1269699192
902	0.1269188526
903	0.1268646631
904	0.1268427136
905	0.1267868838
906	0.1267324301
907	0.126684239
908	0.1265980333
909	0.126536242
910	0.1264863628
911	0.1264460843
912	0.1263606189
913	0.1263524484
914	0.1263262411
915	0.1262367628
916	0.1261447518
917	0.1260753224
918	0.1260641435
919	0.1260076343
920	0.1259779995
921	0.1259392952
922	0.1258806699
923	0.1257804717
924	0.1257267162
925	0.1256522243
926	0.1255868302
927	0.1255529013
928	0.1255275216
929	0.1254815593
930	0.1254463666
931	0.1253904877
932	0.1253107488
933	0.1252421811
934	0.1251871087
935	0.1251320925
936	0.1250926091
937	0.1250244426
938	0.124990554
939	0.1249647916
940	0.1249182233
941	0.1248443393
942	0.1247549309
943	0.1247450284
944	0.124692118
945	0.124621975
946	0.124554845
947	0.1245098456
948	0.1244467024
949	0.1244028319
950	0.1243421505
951	0.1242415875
952	0.1241653218
953	0.1241119639
954	0.1240561947
955	0.124025634
956	0.1239562127
957	0.123898603
958	0.1238749094
959	0.1238617002
960	0.123822801
961	0.1236923413
962	0.1236615326
963	0.1236113048
964	0.1235585435
965	0.1235213393
966	0.1234708347
967	0.1234425976
968	0.1234083722
969	0.1233643858
970	0.1232778483
971	0.1232038874
972	0.1231695757
973	0.1231145127
974	0.1230350204
975	0.1229651245
976	0.1229204165
977	0.1228722753
978	0.1228354324
979	0.122805396
980	0.1227996502
981	0.1227058506
982	0.1226480306
983	0.1225779649
984	0.1224993225
985	0.1224739604
986	0.1224420626
987	0.1223701235
988	0.1222846744
989	0.1222426868
990	0.1221675682
991	0.1221227865
992	0.1220794746
993	0.1220136716
994	0.1219972981
995	0.1219275641
996	0.1218823431
997	0.1218538828
998	0.121771887
999	0.1216996676
9
999	0.1243174836
